exchangeAddress,exchangeName,exchangeLogo,pairAddress,pairLabel,usdPrice,usdPrice24hrPercentChange,usdPrice24hrUsdChange,volume24hrNative,volume24hrUsd,liquidityUsd,baseToken,quoteToken,inactivePair,token0_address,token0_name,token0_symbol,token0_logo,token0_decimals,token0_pairTokenType,token0_liquidityUsd,token1_address,token1_name,token1_symbol,token1_logo,token1_decimals,token1_pairTokenType,token1_liquidityUsd
LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,Meteora DLMM,https://entities-logos.s3.amazonaws.com/meteora.png,65CNspYVxbjtyAQv8bwYPaZPZFXCGhmdaxDja3HB32tW,Luigi/SOL,0.008002556,,,0.0,0.0,118.4996186833387,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,So11111111111111111111111111111111111111112,True,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,Luigi Mangione,Luigi,https://logo.moralis.io/solana-mainnet_5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump_f5c8f2fe9e181c1b.webp,6,token0,62.611045991884566,So11111111111111111111111111111111111111112,Wrapped SOL,SOL,https://logo.moralis.io/solana-mainnet_So11111111111111111111111111111111111111112_5ffe40a76ba4f2a8.webp,9,token1,55.88857269145413
LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,Meteora DLMM,https://entities-logos.s3.amazonaws.com/meteora.png,yyJnPdtP9Tw9hMcwe2xMqzsUiFZAZRq1ZXi2u23gfVr,Luigi/SOL,0.007167438,,,0.0,0.0,64.19263123368457,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,So11111111111111111111111111111111111111112,True,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,Luigi Mangione,Luigi,https://logo.moralis.io/solana-mainnet_5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump_f5c8f2fe9e181c1b.webp,6,token0,13.513969156689468,So11111111111111111111111111111111111111112,Wrapped SOL,SOL,https://logo.moralis.io/solana-mainnet_So11111111111111111111111111111111111111112_5ffe40a76ba4f2a8.webp,9,token1,50.67866207699509
LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,Meteora DLMM,https://entities-logos.s3.amazonaws.com/meteora.png,Rh7Rf8unsYCqVYNdh6EtabpfvuCfA8ScfzDK4Hwva4n,Luigi/USDC,0.00827,,,0.0,0.0,59.49850203183,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,True,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,Luigi Mangione,Luigi,https://logo.moralis.io/solana-mainnet_5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump_f5c8f2fe9e181c1b.webp,6,token0,50.88555503183,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USD Coin,USDC,https://logo.moralis.io/solana-mainnet_EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v_809d0dcb3d691dcff4b688115e11652c.webp,6,token1,8.612947
LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,Meteora DLMM,https://entities-logos.s3.amazonaws.com/meteora.png,ADrp3zrAkmdy4yBLGpRE679U2anSx3Q7jLJfqYt4pZqh,Luigi/SOL,0.003409916,,,0.0,0.0,27.256523831563257,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,So11111111111111111111111111111111111111112,True,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,Luigi Mangione,Luigi,https://logo.moralis.io/solana-mainnet_5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump_f5c8f2fe9e181c1b.webp,6,token0,21.2237221967729,So11111111111111111111111111111111111111112,Wrapped SOL,SOL,https://logo.moralis.io/solana-mainnet_So11111111111111111111111111111111111111112_5ffe40a76ba4f2a8.webp,9,token1,6.032801634790356
CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C,Raydium CPMM,https://entities-logos.s3.amazonaws.com/raydium.png,8u3UYj7oz8dHQFSndP3ffCGbo2TBSvycBr6HEWGQ3MK4,Luigi/SOL,0.000586954,,,0.0,0.0,17.169183016,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,So11111111111111111111111111111111111111112,True,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,Luigi Mangione,Luigi,https://logo.moralis.io/solana-mainnet_5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump_f5c8f2fe9e181c1b.webp,6,token0,8.584591508,So11111111111111111111111111111111111111112,Wrapped SOL,SOL,https://logo.moralis.io/solana-mainnet_So11111111111111111111111111111111111111112_5ffe40a76ba4f2a8.webp,9,token1,8.584591508
LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,Meteora DLMM,https://entities-logos.s3.amazonaws.com/meteora.png,5KvY4CXiEAXRF29GFkkB3PvB99MV6WHwuKjxpFGfFMdY,Luigi/SOL,0.004867003,,,0.0,0.0,11.827269185153762,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,So11111111111111111111111111111111111111112,True,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,Luigi Mangione,Luigi,https://logo.moralis.io/solana-mainnet_5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump_f5c8f2fe9e181c1b.webp,6,token0,7.845439478896609,So11111111111111111111111111111111111111112,Wrapped SOL,SOL,https://logo.moralis.io/solana-mainnet_So11111111111111111111111111111111111111112_5ffe40a76ba4f2a8.webp,9,token1,3.9818297062571526
pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,PumpSwap,https://entities-logos.s3.amazonaws.com/pumpfun.png,5qTxyKUgV6tGpCMZMkoEnHMWAKaSRtwooBxYoZJaBxfr,Luigi/SOL,0.002163723,,,0.0,0.0,7.299246878,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,So11111111111111111111111111111111111111112,True,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,Luigi Mangione,Luigi,https://logo.moralis.io/solana-mainnet_5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump_f5c8f2fe9e181c1b.webp,6,token0,3.649623439,So11111111111111111111111111111111111111112,Wrapped SOL,SOL,https://logo.moralis.io/solana-mainnet_So11111111111111111111111111111111111111112_5ffe40a76ba4f2a8.webp,9,token1,3.649623439
LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,Meteora DLMM,https://entities-logos.s3.amazonaws.com/meteora.png,FKbA8c9xr6kiPk2ELXBqNU5bT8gocJyfU1wSYiMBjpdR,Luigi/SOL,0.018157899,,,0.0,0.0,6.415747022847479,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,So11111111111111111111111111111111111111112,True,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,Luigi Mangione,Luigi,https://logo.moralis.io/solana-mainnet_5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump_f5c8f2fe9e181c1b.webp,6,token0,3.217338148269603,So11111111111111111111111111111111111111112,Wrapped SOL,SOL,https://logo.moralis.io/solana-mainnet_So11111111111111111111111111111111111111112_5ffe40a76ba4f2a8.webp,9,token1,3.198408874577876
CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,Raydium CLMM,https://entities-logos.s3.amazonaws.com/raydium.png,8qbXaz4KzKNw49dw8E6h4hkzQ9Vfi3dv3e9e3hKawxCG,Luigi/SOL,0.003217385,,,0.0,0.0,6.101247223392989,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,So11111111111111111111111111111111111111112,True,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,Luigi Mangione,Luigi,https://logo.moralis.io/solana-mainnet_5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump_f5c8f2fe9e181c1b.webp,6,token0,2.5287137146435,So11111111111111111111111111111111111111112,Wrapped SOL,SOL,https://logo.moralis.io/solana-mainnet_So11111111111111111111111111111111111111112_5ffe40a76ba4f2a8.webp,9,token1,3.572533508749489
LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,Meteora DLMM,https://entities-logos.s3.amazonaws.com/meteora.png,Af57pRx4j1rjdGEv43ai647gTyFN78Ln8pjn6WEynxKb,Luigi/SOL,0.001423986,,,0.0,0.0,5.46636543659248,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,So11111111111111111111111111111111111111112,True,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,Luigi Mangione,Luigi,https://logo.moralis.io/solana-mainnet_5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump_f5c8f2fe9e181c1b.webp,6,token0,3.009663363250092,So11111111111111111111111111111111111111112,Wrapped SOL,SOL,https://logo.moralis.io/solana-mainnet_So11111111111111111111111111111111111111112_5ffe40a76ba4f2a8.webp,9,token1,2.456702073342388
CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C,Raydium CPMM,https://entities-logos.s3.amazonaws.com/raydium.png,3ovbhEWHzXGg2durpYSamDTmfs1x3YEWmSFCTTuRucEc,Luigi/SOL,0.006918557,,,0.0,0.0,3.226340758,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,So11111111111111111111111111111111111111112,True,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,Luigi Mangione,Luigi,https://logo.moralis.io/solana-mainnet_5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump_f5c8f2fe9e181c1b.webp,6,token0,1.613170379,So11111111111111111111111111111111111111112,Wrapped SOL,SOL,https://logo.moralis.io/solana-mainnet_So11111111111111111111111111111111111111112_5ffe40a76ba4f2a8.webp,9,token1,1.613170379
LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,Meteora DLMM,https://entities-logos.s3.amazonaws.com/meteora.png,Dre6ic88KqtU1hfSBUSykGxXZZZZ7oHmLnLipqE1opqS,Luigi/USDC,0.018655,,,0.0,0.0,1.447785055965,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,True,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,Luigi Mangione,Luigi,https://logo.moralis.io/solana-mainnet_5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump_f5c8f2fe9e181c1b.webp,6,token0,5.5965e-08,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USD Coin,USDC,https://logo.moralis.io/solana-mainnet_EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v_809d0dcb3d691dcff4b688115e11652c.webp,6,token1,1.447785
whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,Orca Whirlpool,https://entities-logos.s3.amazonaws.com/orca.png,HSrXj4DHJRW5nSpsvtKXrYuHhKtztt64MrHTZcMSg84V,Luigi/SOL,0.006306542,,,0.0,0.0,1.2991995900146702,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,So11111111111111111111111111111111111111112,True,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,Luigi Mangione,Luigi,https://logo.moralis.io/solana-mainnet_5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump_f5c8f2fe9e181c1b.webp,6,token0,0.469862863736222,So11111111111111111111111111111111111111112,Wrapped SOL,SOL,https://logo.moralis.io/solana-mainnet_So11111111111111111111111111111111111111112_5ffe40a76ba4f2a8.webp,9,token1,0.8293367262784483
LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,Meteora DLMM,https://entities-logos.s3.amazonaws.com/meteora.png,HBJWtk7zZZVtjiPXryRamsj5YQ51EuyfT4dUrzKeFvjx,Luigi/SOL,0.006490062,,,0.0,0.0,1.0283081461081995,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,So11111111111111111111111111111111111111112,True,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,Luigi Mangione,Luigi,https://logo.moralis.io/solana-mainnet_5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump_f5c8f2fe9e181c1b.webp,6,token0,0.551088304673742,So11111111111111111111111111111111111111112,Wrapped SOL,SOL,https://logo.moralis.io/solana-mainnet_So11111111111111111111111111111111111111112_5ffe40a76ba4f2a8.webp,9,token1,0.4772198414344576
LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,Meteora DLMM,https://entities-logos.s3.amazonaws.com/meteora.png,CpxGAFpFELi4pUjPJSYtEUtvo4zXKz7nWrdWq5w4C3St,Luigi/SOL,0.008116969,,,0.0,0.0,0.5398207643005679,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,So11111111111111111111111111111111111111112,True,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,Luigi Mangione,Luigi,https://logo.moralis.io/solana-mainnet_5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump_f5c8f2fe9e181c1b.webp,6,token0,0.262219438423117,So11111111111111111111111111111111111111112,Wrapped SOL,SOL,https://logo.moralis.io/solana-mainnet_So11111111111111111111111111111111111111112_5ffe40a76ba4f2a8.webp,9,token1,0.2776013258774509
LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,Meteora DLMM,https://entities-logos.s3.amazonaws.com/meteora.png,6uvxDzQEcvzVLBQUG9fCnqtgapzjBJe1zCkU2j8GsZo8,Luigi/SOL,0.007474687,,,0.0,0.0,0.4840216172416566,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,So11111111111111111111111111111111111111112,True,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,Luigi Mangione,Luigi,https://logo.moralis.io/solana-mainnet_5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump_f5c8f2fe9e181c1b.webp,6,token0,0.234845912681523,So11111111111111111111111111111111111111112,Wrapped SOL,SOL,https://logo.moralis.io/solana-mainnet_So11111111111111111111111111111111111111112_5ffe40a76ba4f2a8.webp,9,token1,0.24917570456013363
CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,Raydium CLMM,https://entities-logos.s3.amazonaws.com/raydium.png,Deidn7FgjxrFcudEMBncLtUsgokRyhnN7P7jcGhqYRNU,Luigi/SOL,0.001726132,,,0.0,0.0,0.4427029422699693,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,So11111111111111111111111111111111111111112,True,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,Luigi Mangione,Luigi,https://logo.moralis.io/solana-mainnet_5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump_f5c8f2fe9e181c1b.webp,6,token0,0.203459280681788,So11111111111111111111111111111111111111112,Wrapped SOL,SOL,https://logo.moralis.io/solana-mainnet_So11111111111111111111111111111111111111112_5ffe40a76ba4f2a8.webp,9,token1,0.2392436615881813
LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,Meteora DLMM,https://entities-logos.s3.amazonaws.com/meteora.png,HWy5CYbTA1UbUok4qMdEsA6SRnuwH6m93n64x8rJsGci,Luigi/SOL,0.015297717,,,0.0,0.0,0.15917082414164685,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,So11111111111111111111111111111111111111112,True,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,Luigi Mangione,Luigi,https://logo.moralis.io/solana-mainnet_5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump_f5c8f2fe9e181c1b.webp,6,token0,0.07612618208427,So11111111111111111111111111111111111111112,Wrapped SOL,SOL,https://logo.moralis.io/solana-mainnet_So11111111111111111111111111111111111111112_5ffe40a76ba4f2a8.webp,9,token1,0.08304464205737686
