creatorAddress,creatorOwnerAddress,ownerAddress,ownerOfOwnerAddress,creationTx,creationTime,creationSlot,mintTx,mintTime,mintSlot,creatorBalance,ownerBalance,ownerPercentage,creatorPercentage,metaplexUpdateAuthority,metaplexOwnerUpdateAuthority,metaplexUpdateAuthorityBalance,metaplexUpdateAuthorityPercent,mutableMetadata,top10HolderBalance,top10HolderPercent,top10UserBalance,top10UserPercent,isTrueToken,fakeToken,totalSupply,preMarketHolder,lockInfo,freezeable,freezeAuthority,transferFeeEnable,transferFeeData,isToken2022,nonTransferable,jupStrictList,address
CYc745Cyu7Y32dB2AExJRsLAMD9A7PmvzRiKKPaQVzQo,,,,32rQcTQS9UBKdHjCj6YL3NPwEToDJati7TdVSUQsTJn6GNbRKSNn1ULek3ugPGX9dXM8idy86KxfhxeRaK1HnYoz,1746728026,338700415,32rQcTQS9UBKdHjCj6YL3NPwEToDJati7TdVSUQsTJn6GNbRKSNn1ULek3ugPGX9dXM8idy86KxfhxeRaK1HnYoz,1746728026,338700415,0,,,0,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,11111111111111111111111111111111,,,False,1000000000,1,1000000000,1,,,1000000000,,,,,,,False,,False,22dVh8MdExfh1jB1g3FrghbxKyairAXx42bhR4nBpump
5arht213Fj6XMDCsnody6EZ62yCJPgdQec5FUUPKZLC6,,,,4jaUUBtHQMPKvJAbHW7MZHuP4BkCpkVdLbwuu8VRJYP5bef92FSG9BM2HbKcjzEhXb3xetYSBdcVb2fjtnA64MY9,1723035973,282118650,4jaUUBtHQMPKvJAbHW7MZHuP4BkCpkVdLbwuu8VRJYP5bef92FSG9BM2HbKcjzEhXb3xetYSBdcVb2fjtnA64MY9,1723035973,282118650,0.934426,,,9.34426e-10,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,11111111111111111111111111111111,,,False,1000000000,1,1000000000,1,,,1000000000,,,,,,,False,,False,22yqQoRau6hkpNXEE25tJzn6YtQP2qjhkwXqcLSQpump
BCmn6AXzUU44ysPjCcPqLqjyAwBspKT1hAUBUvpjVTMn,,,,43kcc25Zhtkm5zvSffoFfBPgkYidBCRcQtQX7h4ycjzhfJRFaSrxGLRQDjRi51TDsKHpWysNkXkA1Bj8cqnxGYrk,1740775847,323727758,43kcc25Zhtkm5zvSffoFfBPgkYidBCRcQtQX7h4ycjzhfJRFaSrxGLRQDjRi51TDsKHpWysNkXkA1Bj8cqnxGYrk,1740775847,323727758,0,,,0,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,11111111111111111111111111111111,,,False,999984856.624865,1,999984856.624865,1,,,999984856.624865,,,,,,,False,,False,22ytcqMDJ5rXgFJ7pJZ4q6HnaDxq4AGDwJxUz6fopump
GoWsLixmBcmoQ7c3kh7pqMhwG2XF8yXXitFz3DJUFVr5,,,,afonvKEFaB5iT3UQoL8koEVDa9UCUmKKGHPFXrdQpeWFpxMPmaBCjQ3iDUfYthYn9VoFQiLAb2AuaPX4JBgXqYe,1754975739,359494188,afonvKEFaB5iT3UQoL8koEVDa9UCUmKKGHPFXrdQpeWFpxMPmaBCjQ3iDUfYthYn9VoFQiLAb2AuaPX4JBgXqYe,1754975739,359494188,34979.543452,,,3.4979543452e-05,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,11111111111111111111111111111111,,,False,1000000000,1,1000000000,1,,,1000000000,,,,,,,False,,False,233FpXZpZ4UFK3yeKtm3jjkUrSysRPKahMV2eeDKSQu7
5xXKMb37AShmZVPcTy1DZ7RqvghLEYc6zwbVEHmTLhKU,,,,3sdd7cyefVNf4hgZsqu6VYxmfcnL8mqke1Sc7VbGEGpnjaQeEJcEvvvC46StrD4o8La9gKJvzHL8TRjGo6M3jvPp,1741639294,325904917,3sdd7cyefVNf4hgZsqu6VYxmfcnL8mqke1Sc7VbGEGpnjaQeEJcEvvvC46StrD4o8La9gKJvzHL8TRjGo6M3jvPp,1741639294,325904917,0,,,0,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,11111111111111111111111111111111,,,False,1000000000,1,1000000000,1,,,1000000000,,,,,,,False,,False,23juL8AwNxtDaZzkZf92cugGkGirWVUQnETezPSjpump
GWXCBMx7HTEd3wMVwEsE8nZQf8QP8Mg85HKAmDECs31f,,,,5uAv475d3iuvmmRMf2rJvrwWcK2hukb8dS99o9mq8sfTCnPxadac9ENkzjFqhkZp9QzWywuyFnjpVoPZg6i2YZKq,1732621995,303728842,5uAv475d3iuvmmRMf2rJvrwWcK2hukb8dS99o9mq8sfTCnPxadac9ENkzjFqhkZp9QzWywuyFnjpVoPZg6i2YZKq,1732621995,303728842,0,,,0,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,11111111111111111111111111111111,,,False,1000000000,1,1000000000,1,,,1000000000,,,,,,,False,,False,249n63m7gJYwzYzaXQ2HjmN3PWN8XtvLrm24wLsKpump
83QQFLxcEzuJZaejBnzAiW5tyfyaRHMLZnkhJbRPRWtf,,,,5Kv2BX8SE5BrfY7oagsgGQNTQx4qST537FCoo88r72FGeNk2HGS597LLHDFXzwaR5AY6igTwDLYx81uMoQgKciW1,1743107537,329588138,5Kv2BX8SE5BrfY7oagsgGQNTQx4qST537FCoo88r72FGeNk2HGS597LLHDFXzwaR5AY6igTwDLYx81uMoQgKciW1,1743107537,329588138,0,,,0,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,11111111111111111111111111111111,,,False,999999999.999999,1,999999999.999999,1,,,999999999.999999,,,,,,,False,,False,24mfn3ybPgEb1MaANzqfEGw4dcgr4R9xk1J3JqToQVJn
BmDEu4TNDofPNtEaxxpESN2yewnRJtgd7ET4rWR4ybKi,,,,2mbFkLyhkePvYKKapLLEZJmrJ96T3htGUBqLx4FcRbZgNh8iX6DvHbw33borxMPTZp1ha1AWjoDJpgh3nxvsR1kG,1759943050,372049285,2mbFkLyhkePvYKKapLLEZJmrJ96T3htGUBqLx4FcRbZgNh8iX6DvHbw33borxMPTZp1ha1AWjoDJpgh3nxvsR1kG,1759943050,372049285,356.665081,,,3.56665081e-07,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,11111111111111111111111111111111,,,False,1000000000,1,1000000000,1,,,1000000000,,,,,,,False,,False,25LGe2GEnQf4SR4sQzAhrkwxnhAt5CkQE69w4h2Apump
WLHv2UAZm6z4KyaaELi5pjdbJh6RESMva1Rnn8pJVVh,,,,4vAVq9JgCmDJQgMEhwEfXsT2rDLzTPpZztVWhu1mqorF1JhrQ2WeLiGxvjXRicPjvksQ5Am3fBrWwqnY1Kpoe1aE,1757715746,366417829,4vAVq9JgCmDJQgMEhwEfXsT2rDLzTPpZztVWhu1mqorF1JhrQ2WeLiGxvjXRicPjvksQ5Am3fBrWwqnY1Kpoe1aE,1757715746,366417829,999646659.066171,,,0.9996471005572941,WLHv2UAZm6z4KyaaELi5pjdbJh6RESMva1Rnn8pJVVh,,999646659.066171,0.9996471005572941,False,999999558.3530201,1.0000000000000002,999999558.3530201,1.0000000000000002,,,999999558.35302,,,,,,,False,,False,25PQEDdtfxPWygWsxD6L4knEUNnHMsiTvBTZSpR1bonk
86xGhUQBj2XkjdUxsje9T4eJDUMVf3en7T3EVE6vFred,,,,47rNbTdJv6AcKbj6zHLgze4aDJ5KFPB9UwZN4m2etWwfFuCD6rQgJn5gcGuA5KaSg1erUwniZhbiesfyYTw8qsiB,1746726899,338697606,47rNbTdJv6AcKbj6zHLgze4aDJ5KFPB9UwZN4m2etWwfFuCD6rQgJn5gcGuA5KaSg1erUwniZhbiesfyYTw8qsiB,1746726899,338697606,0,,,0,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,11111111111111111111111111111111,,,False,999999999.991866,1,999999999.991866,1,,,999999999.991866,,,,,,,False,,False,25Tk63cm46Daq7sUzC9Yh4SoZ5b4KrGAJvg53Esipump
23K2nCQVeaCjujzK9mSQrJxJzFqzMbQ9yq1pDStB7XGm,,,,37WAdWEJMg6RBsL6gEjgAwfXTqW8CtQaWa57qeiVUmXeyk9mD8kmFUFtAgYs5GhM7pYFoWHpQ5JBiTgFvY5uhgQF,1737580897,315715652,37WAdWEJMg6RBsL6gEjgAwfXTqW8CtQaWa57qeiVUmXeyk9mD8kmFUFtAgYs5GhM7pYFoWHpQ5JBiTgFvY5uhgQF,1737580897,315715652,0,,,0,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,11111111111111111111111111111111,,,False,1000000000,1,1000000000,1,,,1000000000,,,,,,,False,,False,25ULSkkbw77ebYfkApHSH3qTqxye1Hb6LmaaH1dspump
9sCcAxe56AuDQfJgU7kB1LpnQEYXDcGpAtXnN49H6SB3,,,,2hKfMkjgvnFF5H6jacan747SJ5HfcgihzScTgPfFhfde53VhpsU4HzL1aGqUUnz6xUyeQ75AUVFgEm9oihv1TJTK,1746728000,338700350,2hKfMkjgvnFF5H6jacan747SJ5HfcgihzScTgPfFhfde53VhpsU4HzL1aGqUUnz6xUyeQ75AUVFgEm9oihv1TJTK,1746728000,338700350,0,,,0,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,11111111111111111111111111111111,,,False,1000000000,1,1000000000,1,,,1000000000,,,,,,,False,,False,25ZJGAx7uyC9m3Q5DtbZjdSgY688gxyHFBr689mwfcek
HpaRgzNdt94m1xuhMxSX8PcW5SVEJDuy1qSn7UC4d27F,,,,2vnuv6LaH86vfUJS7kiDSrjAz9ndQptM5gXpy3akUHMFaJigDefZaq84KxkcPvwN6PtVGKoonESYNySN8VGtzB8M,1746726455,338696494,2vnuv6LaH86vfUJS7kiDSrjAz9ndQptM5gXpy3akUHMFaJigDefZaq84KxkcPvwN6PtVGKoonESYNySN8VGtzB8M,1746726455,338696494,0,,,0,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,11111111111111111111111111111111,,,False,1000000000,1,1000000000,1,,,1000000000,,,,,,,False,,False,25wjQjabWgmaxGYxwjiBopPqU8rn85PMoCf5zFosQoN9
GZiWE7gAXw8c51AgZMnzyaoaDeoYvrAZpKr927zP19PD,,,,3hVwWqXjnK7nQyw52K1AwHBZ8WnPcyVZW7WioUxxA3EeTfiCpZx7sLDN8Dqbh5iCg7A52SzPhWb1cHNWvmPf6pJh,1733352847,305441654,3hVwWqXjnK7nQyw52K1AwHBZ8WnPcyVZW7WioUxxA3EeTfiCpZx7sLDN8Dqbh5iCg7A52SzPhWb1cHNWvmPf6pJh,1733352847,305441654,0,,,0,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,11111111111111111111111111111111,,,False,999999999.995357,1,999999999.995357,1,,,999999999.995357,,,,,,,False,,False,262sUaMB2ms6azG8452VpXVGnZQaJHHhAqqZDbsTpump
3rYj2dThkPHXxX8UNyT6361dqpeQaAU2g3mpZrEwRbnM,,,,2MDyYz2tWSYhJ8foHnvUAND3wnrzHvaXcBbLZZk7PjTuofwcGNdGRLqGfDbcmviVmQZSfvmUN2XaD9q4cZep9YgE,1747013885,339425237,2MDyYz2tWSYhJ8foHnvUAND3wnrzHvaXcBbLZZk7PjTuofwcGNdGRLqGfDbcmviVmQZSfvmUN2XaD9q4cZep9YgE,1747013885,339425237,0,,,0,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,11111111111111111111111111111111,,,False,1000000000,1,1000000000,1,,,1000000000,,,,,,,False,,False,26c1VjTBNgMgUGvsDU3R2G8wuUEh8pbwBdvBKWcYUpSx
5dTJFWHsGaJLSi4BtkMYXinuF7s9MpHUhwUXTmFJ75vQ,,,,61KT2pYzfXCa5keEVaSKW8Lv7QPJ1qQMLqKYepBrijUNdcZGuDeSbZ5FvUFPW2CMZhEcR3tERXLygfLYNaph8Cty,1746724622,338691894,61KT2pYzfXCa5keEVaSKW8Lv7QPJ1qQMLqKYepBrijUNdcZGuDeSbZ5FvUFPW2CMZhEcR3tERXLygfLYNaph8Cty,1746724622,338691894,0,,,0,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,11111111111111111111111111111111,,,False,1000000000,1,1000000000,1,,,1000000000,,,,,,,False,,False,26h7VHnaUhoJAYBnN8QeR1Ew6XScPrR8TzkufGQqmcHc
8etNUnXMah5CBR73buALrmCbTbnTTxJFCsAipizymhDD,,,,5CnR5QukmjKutrF83MBAr9K9cHoHEU64UV4yX77sxHu1p5nV4shuw2qvSz5rWEn7Ejpy2MDWcbgRRZZ84Tk524ZQ,1737805122,316266945,5CnR5QukmjKutrF83MBAr9K9cHoHEU64UV4yX77sxHu1p5nV4shuw2qvSz5rWEn7Ejpy2MDWcbgRRZZ84Tk524ZQ,1737805122,316266945,0,,,0,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,11111111111111111111111111111111,,,False,999999999.99055,1,999999999.99055,1,,,999999999.99055,,,,,,,False,,False,26ka7NJEVwcRoRXyNQUW6P8GYzZuEwV1CswkXSUApump
G8YogNDrDBhuB14Mj1H61z4xLnnNadxjqU6VUsrANiWs,,,,k5G7ewdoL4UjFkS8FZyWmVQPDNzFWLxotB5X9eA6etdeyxFuQKTaGsbM1r1eekTGKkH8CpL6yc1dgnaUeGFt2JR,1738758021,318635008,k5G7ewdoL4UjFkS8FZyWmVQPDNzFWLxotB5X9eA6etdeyxFuQKTaGsbM1r1eekTGKkH8CpL6yc1dgnaUeGFt2JR,1738758021,318635008,0,,,0,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,11111111111111111111111111111111,,,False,1000000000,1,1000000000,1,,,1000000000,,,,,,,False,,False,26vn3Sc3SBH5Zuw18Ew4o3aBArR9ZUyY4tZNubEdpump
FhUocd1cMEz1aXfbudo1SD9npU1V1ZZzPc4vsFM3ck5B,,,,3qipAfw23RfgqCp9WPQfAvsP7nmevAHGQNHapzR6aYJFM6Y1QTdcpr6JPSN23mZMbhC7gcqS25yKZLGbSohG3UE6,1746724847,338692456,3qipAfw23RfgqCp9WPQfAvsP7nmevAHGQNHapzR6aYJFM6Y1QTdcpr6JPSN23mZMbhC7gcqS25yKZLGbSohG3UE6,1746724847,338692456,0,,,0,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,11111111111111111111111111111111,,,False,1000000000,1,1000000000,1,,,1000000000,,,,,,,False,,False,273rzHC6RmKaYJZgqFibfPqpXmK5whLHrzXzpnV9kQHp
3nvjvVL8inYAgSMXZXUqsdp4xTLMbYVkFbtnUCumV2Q9,,,,4zqsvrmENe6eAncDsWspsJUCBTHvJUd54tAWknTH2LHb1vHA9pdc3ka4c72iiVwC3ouAMLsPVn8EyGHETFq3GnbD,1724554650,285661883,4zqsvrmENe6eAncDsWspsJUCBTHvJUd54tAWknTH2LHb1vHA9pdc3ka4c72iiVwC3ouAMLsPVn8EyGHETFq3GnbD,1724554650,285661883,0,,,0,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,11111111111111111111111111111111,,,False,999999999.262896,1,999999999.262896,1,,,999999999.262896,,,,,,,False,,False,27N3VQtVymPdjg6po7YFK7vxZigWhhYmgthmohxvpump
Ez2jp3rwXUbaTx7XwiHGaWVgTPFdzJoSg8TopqbxfaJN,,,,5Ey7ZMvbvyVrCBBJwWmqAH4QDZVDBjjFE1dG7SxKabTTttL1FENbx2hxLXGKJeVKpJ7R65CrmX4cVjkitKhMm7PT,1753046568,354636258,5Ey7ZMvbvyVrCBBJwWmqAH4QDZVDBjjFE1dG7SxKabTTttL1FENbx2hxLXGKJeVKpJ7R65CrmX4cVjkitKhMm7PT,1753046568,354636258,0,,,0,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,11111111111111111111111111111111,,,False,1000000000,1,1000000000,1,,,1000000000,,,,,,,False,,False,281nmBdauyKsSN36mtUswcUbhKATbiZM3RYu2Zfgpump
9zQF8cogQ3XBKmrrt6Heuywwh6g1uYnpruStBQpzrPjY,,,,5xuBHjwXEDJnPoumMNhSE2gjAYZ6jAm3BDFFGfUNZLHUVZphvf48SPPKoLCxVKKPq82DzSDk1GsdW34U43B5xkbn,1731622366,301428045,5xuBHjwXEDJnPoumMNhSE2gjAYZ6jAm3BDFFGfUNZLHUVZphvf48SPPKoLCxVKKPq82DzSDk1GsdW34U43B5xkbn,1731622366,301428045,0.934426,,,9.34426e-10,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,11111111111111111111111111111111,,,False,1000000000,1,1000000000,1,,,1000000000,,,,,,,False,,False,285rtfovQauoDeKy2WpStsehEneSnKsXtKK1gRxupump
7acxzE7kkhQWpmns9C1ud4ktYZb1nVnXScrQfngqHTX1,,,,57mYJ5EunG3NRb38QTfsKMA3vJNGauotpKCQUxPDRsnoaV7wKm2sJVMgEDjpUAqFu91dkzePYfiUB9ErtYJsg3tU,1746725993,338695332,57mYJ5EunG3NRb38QTfsKMA3vJNGauotpKCQUxPDRsnoaV7wKm2sJVMgEDjpUAqFu91dkzePYfiUB9ErtYJsg3tU,1746725993,338695332,0,,,0,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,11111111111111111111111111111111,,,False,1000000000,1,1000000000,1,,,1000000000,,,,,,,False,,False,286HYpjFRa7CYfs41njfu2AJoRj5ZHAgPY6fos4ypump
3yB9XSCtTuwZJcc6evvkHXPZ29NDgpTj9SLFp947Bs2j,,,,5kGbzquD1iQ27jjYroe87iJV1XPbdV9Np4q6PMkitHYy6WCGfRoCKMDtR56FFTYunwtF6qsbGbaH7wzJRfY99K9F,1729273604,296353286,5kGbzquD1iQ27jjYroe87iJV1XPbdV9Np4q6PMkitHYy6WCGfRoCKMDtR56FFTYunwtF6qsbGbaH7wzJRfY99K9F,1729273604,296353286,17883333.333333,,,0.017883333333333,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,11111111111111111111111111111111,,,False,1000000000,1,1000000000,1,,,1000000000,,,,,,,False,,False,28LZzD24GuKF19jG2FGYMnN8uqBoMNRRgUWLxvcgTgW4
4dnWLzmdkLeuDe6hwRBpPqrDbQZ59hpoBu8JLztAescf,,,,5SnMdAGdGfeCwKDMBhZG3UDHsAqfKHViov9cU1jWuJoPBG6m9atQ3H6Yu45GZVoJDnt7wAgqeFq1731h13Exn5BM,1755538745,360925447,5SnMdAGdGfeCwKDMBhZG3UDHsAqfKHViov9cU1jWuJoPBG6m9atQ3H6Yu45GZVoJDnt7wAgqeFq1731h13Exn5BM,1755538745,360925447,0,,,0,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,11111111111111111111111111111111,,,False,1000000000,1,1000000000,1,,,1000000000,,,,,,,False,,False,28ZGbkmpngyA5ugfc7JgeXfdq7J63g63BR8WdYa1pump
7QZNPjPshbaqdGyCVaLkUM1V7Z5F4dKXovzL6TH8X1QP,,,,51zuo8aEebHtzPb48xx8o66zvRojWtz2vMe5HpLVXS2vi3FKs8Dd83JzfxuA9jT5vjRYXJG1n7dRf1mKSMygZU6f,1757708367,366399104,51zuo8aEebHtzPb48xx8o66zvRojWtz2vMe5HpLVXS2vi3FKs8Dd83JzfxuA9jT5vjRYXJG1n7dRf1mKSMygZU6f,1757708367,366399104,0,,,0,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,11111111111111111111111111111111,,,False,1000000000,1,1000000000,1,,,1000000000,,,,,,,False,,False,28cfQ1dsDq1nMbKn8Vne8htBvxwn3X5x7EXddvfrpump
