address,decimals,name,fdv,price24hChangePercent,marketcap,rank,logoURI,volume24hChangePercent,liquidity,price,volume24hUSD,ts,symbol
Soe9XsrSFvzAqBze2BPynm5jvW2nGwBTPFMADV6pump,6,Ketamine Cat,73016.88278039733,1.0042092709813821,73016.88278039733,990,https://ipfs.io/ipfs/QmYV6KZzVzp4PWbPeX8SrJKBsMJweNehE83ANMLHML2jkE,25.437599554067848,31301.73937160239,7.305277520587621e-05,126925.85392635748,1741183201,KET
DPSBj19b1a1sVv4UxJqipaZTh3oYLqUi5L8F8Q7opump,6,Aaron The Plumber,28356.9028611521,113.56163456475544,28356.9028611521,989,https://ipfs.io/ipfs/QmVYT1W2euKjc9BXnCsDpEDd4x59k23SrKengGbh7vCF4w,-77.17179440516504,17790.631877252526,2.837569056379112e-05,1822.4207127441255,1741183201,CRASHOUT
3QTcwugiAGA7HnzcNf7qaHt7XakdscMxJ1TE5Wnspump,6,TMC Corp,579505.3651819719,11.284722821331904,579505.3651819719,988,https://ipfs.io/ipfs/QmRXYJ2srhumfGkSVkhU6xuazHe9oXrsR3vs5p94B2W9zv,-21.848227119911467,191289.04039086303,0.0005824380237142492,41975.429124507165,1741183201,TMC
BcHAcz6qH8TXLBnCMQNzKaor462jyxayfZ1vebuFsu9M,6,Jeet Capital,237167.00869643773,-2.79642194163123,237167.00869643773,987,https://ipfs.io/ipfs/QmRHDcBKZ85CF9HgSyAzEmk1KcpUaYa9rqp6M2ysMoDWHf,272.12550926374234,60002.766275032496,0.009486680520367103,11605.482689999946,1741183201,Jeeta
9GSFvcTyv156rSEKr3s7oVmzYxwxr79ZaqdUuqPeWWwt,6,Pipe,28933.959178680154,6.938422728306355,28933.959178680154,986,https://gateway.irys.xyz/NnZfidOuMVItLca1Kdey7YCSb_P6uMw-kLDevx1buGQ,-6.058644561897863,13441.588712152166,2.896467294691181e-07,449.85958566800986,1741183201,Pipe
26s3UGB9hund1qspApy1zYgCritxAooGg7o63BMn89Yq,8,Apu Apustaja (Wormhole),367021.53983392194,13.211680642496182,367021.53983392194,985,,-31.436394797101308,96292.87699013166,0.00018505359905439912,12819.338880171852,1741183201,APU
CSdPS6Y4KSzufK4qpUZEEyhahkbnH5KApMuheEyH9nUe,9,DIGIKOINZ,66353.17348885411,-1.1801838112104406,66353.17348885411,984,https://cdn.dexscreener.com/cms/images/9A4KiT4qyPQYwC0K,-84.8851971101417,28027.00130237623,6.757975647835183e-05,13869.139294791827,1741183201,KOINZ
FYhhqKpdoYnGCYnvn7Db8NiABucTuAqGD59DSmYnpump,6,TRILLION    BEAR,13199.616166195341,43.12177741055251,13199.616166195341,983,https://ipfs.io/ipfs/QmPCbpaZEAzCF99efMBdYqQZtvGHsewYsWpHm2rjEM3Rx3,16.080022249244507,11486.774273398456,1.3201618257791372e-05,8189.514743658945,1741183201,TBEAR
6bda6LhSpg59yQoVSvw5yQ6rd3TRcFANQPjhTLfpump,6,Trump Was Right About Everything,124403.89104302088,19.488729246660736,124403.89104302088,982,https://ipfs.io/ipfs/QmPQtim9BT7UTZir6bmFYaktgGzdsjMVYTPZzmeAedHqbB,-58.53976512376503,50542.25806790845,0.0001244444358034068,16731.546625062278,1741183201,TWRAE
7vGQxnACKAogWbSE1uEjdPuEJ5trvqzYVzU2VW42pump,6,poki,114635.40471430293,6.211782695863619,114635.40471430293,981,https://ipfs.io/ipfs/QmSUEyi9sC9Pwfx23GsuuzHRNEfvyJRxioC4Bh32H2aHho,11.141751615699997,38481.03739261211,0.00011465203453198022,21705.2824837268,1741183201,poki
FrmV3hpZmDo6irh1DWsV667FKTiS4sf67XrNcVb4eXSu,9,Big Micky,1222.81247495219,7.819940422903275,1222.81247495219,980,https://ipfs.io/ipfs/QmUwFVFTYn8qQMMG2Em949obSkFPSGwSirZr5GAVJDW4pD,-38.48457908604917,4042.6739599906127,1.223054405417091e-06,135.00024815526152,1741183201,BM
EY4hpLn3NYWnSAMEKzjDnQvRXvB9uiMZq84U5Udwtop,9,Test Top,65568.40890855722,-9.267134805555209,65568.40890855722,979,https://ipfs.io/ipfs/QmQeY3AvAB2LySV96xyBRh84tWRoDrdEGJcAFeEUk1v8bo,-45.9205103665018,42627.33899532403,6.557958007471957e-05,17956.243553187618,1741183201,TOP
HFaHPt6Q9eN3iSTaLQ7Zny2QZ9XfK8S4GWFqKqrnpump,6,Official St. Patricks Day Coin,18120.151541362142,-3.2168065510545887,18120.151541362142,978,https://ipfs.io/ipfs/QmerQ5LDewRKavRzy76ceAsUMQuRuHc4vLxYod2uW5sGp2,-47.16357587608787,12674.78789495038,1.8126276772546727e-05,11128.270367536657,1741183201,Stpatricks
pSYRpDqr847kB2nD5ZhjcPsHLV2ZpUxweXm1MwiSTcc,9,risk-freestacc,78841.41835515318,,78849.927758644,977,https://imgur.fotofolio.xyz/?w=128&h=128&default=1&url=https%3A%2F%2Fimgur.fotofolio.xyz%2F%3Fw%3D128%26h%3D128%26default%3D1%26url%3Dhttps%253A%252F%252Fimgur.fotofolio.xyz%252F%253Fw%253D128%2526h%253D128%2526default%253D1%2526url%253Dhttps%25253A%25252F%25252Fi.imgur.com%25252F2DP8zMb.gif,14.756558901230143,168414.49771820052,176.68783575820467,47797.07402155618,1741183201,r-fstacc
7AJ1KjzjstMnQGzZk1HAKx2atmvvRqWvmRbdYmnviryq,6,Xi Wif Hat,617999.1820851979,1.9405522955399448,617999.1820851979,976,https://pump.mypinata.cloud/ipfs/QmQtisDLGsvE9g7TmjTRUrKoB3D4DKgeNYuQcKMU81FVd4,-67.85149067304052,135384.2632760246,0.0006194643254205136,4890.248790338291,1741183201,XWH
71AZt4P5kc5vpfTJR1HjNbMzD84G7vxam4DtL3kJpump,6,blormmy,741575.786273006,23.544231111806862,741575.786273006,975,https://ipfs.io/ipfs/QmQ5LcrDh7EPGZ86vRuyKQvpXQqHapTh9DKYq366T2ms6M,205.0758149271801,273004.74270739075,0.0007416006838969891,49280.58166739846,1741183201,blormmy
Faph9CjPwV9pRz642sbgnhhXVQFhQJZrWp8jspEDpump,6,Stardom AI,104316.99537277268,3.1309449345082583,104316.99537277268,974,https://ipfs.io/ipfs/QmWfN8X3uLeeqGUyDuzqUqBdHEuxg8xWUswwh4K8UisTMd,55.64945759321388,57151.89764173866,0.0001043245007851711,22628.6601288393,1741183201,STARDM
2r14PUPidY1ZGPvDRVSQCZMYW8R8t8WtqdbCXFsLpump,6,Gold Card,56446.69504548229,39.774955442938186,56446.69504548229,973,https://ipfs.io/ipfs/QmNg9v8sEcCQz31sRJPjBKMynsfgrQs4vMNyYiAM2dQPmP,-61.03369327122136,24409.613271433056,5.6448945038500254e-05,25297.305816347493,1741183201,Gold Card
7hWcHohzwtLddDUG81H2PkWq6KEkMtSDNkYXsso18Fy3,3,Catcoin,752144.7634208992,4.8436964736103,752144.7634208992,972,https://gateway.irys.xyz/gMEs_qVR-Q2AiGwIWmHepg3kx5MZz4sdbwXy7cdj6LY,78.53251685803528,355228.0795908043,7.522360859552429e-11,33165.11872288688,1741183201,CAT
888R77WmcLJKyGeJjk1WktFAB5u5fkvmokHYsAu6Spyd,9,888,4552354.327581986,4.821955068848969,4552354.327581986,971,https://raw.githubusercontent.com/888memeT/888-metadata-meme/refs/heads/master/logo.png,-10.64150445864577,1176291.9538346159,0.05123396021489704,34700.42777790191,1741183201,888
5ZMUboLJUeneKouqrqu4jeLE68vX68ehE5qprV3Upump,6,Tired Dad,592250.2598030234,35.35640127945128,592250.2598030234,970,https://ipfs.io/ipfs/QmZBib4Af7Wq97vokkti3SRsxWoeyENrnbgb5KRzYMMD5Q,-84.84071357089722,95785.74085448698,0.0005923529382951181,17423.077497151487,1741183201,TIRED
CNyMaRR4krm1yAxfCvPXevNMArZZZk7sRqKwX68uCeJk,9,Major Frog,4510341.165804131,9.596160598790123,4510341.165804131,969,https://cdn.dexscreener.com/cms/images/0JtsDPRgz5EnvmEq,-12.148499491620647,344132.3803785344,0.004565426796999881,60871.46834462117,1741183201,MAJOR
camaK1kryp4KJ2jS1HDiZuxmK7S6dyEtr9DA7NsuAAB,9,camaoSOL,1369760.7455949124,4.79990875763019,1369760.7455949124,968,https://arweave.net/ifjpBZbaiieeDI7hIkVBpwNxaeaJxxYHzRpxJgsosf8,35.72991259798685,1585178.720797103,139.28661151261514,2204.258514767392,1741183201,camaoSOL
GinNabffZL4fUj9Vactxha74GDAW8kDPGaHqMtMzps2f,6,Ginnan Doge's Sister,571992.6203399216,8.079623184988128,571992.6203399216,967,https://i.ibb.co/yknhq9N/C7t-KLAv9-400x400.jpg,-22.358499852809658,161350.29961121103,8.290554824113026e-08,21382.748914105232,1741183201,GINNAN
3uo8vzZyqnobaZW4nfXtBgUXvuzWfDovaggC4q1QunoS,8,TOM3 (Wormhole),6016.087528685284,5.028349475120442,6016.087528685284,966,,-51.03019465408614,5720.14512548039,6.109043700317571e-08,241.54874781725113,1741183201,TOM3
8ULCkCTUa3XXrNXaDVzPcja2tdJtRdxRr8T4eZjVKqk,6,GAME OF MEMES,311508.1084367986,1.821060682886634,311508.1084367986,965,https://pump.mypinata.cloud/ipfs/QmRf3hwySTcY257EbqmLNZMqyBwY6dPhQodAuHXjEutDYK,630.6686268853739,151539.7195595162,0.0004788726692414028,37110.58435611136,1741183201,GOME
ALCbF1rcvGNtCDn1sE7yzqqT5q3AkkJAzi1g7SehJGJR,9,CHADs,3498.3815421153586,2.8046955796661637,3498.3815421153586,964,https://bafkreihy6xt7bbqaxusfb4jujqmryzj2h2gc4fre5uvgsrwloz6uytzvtu.ipfs.nftstorage.link,-43.142761374460235,4072.5708102573135,2.389122013432482e-06,137.9437093276773,1741183201,CHAD$
BDCs2xEqzXyRpp9P6uPDnAvERpLKBfzHPEzbe3BfCxDY,9,Billion Dollar Cat Rune,11936653.972779997,11.27241892241925,11936653.972779997,963,https://gateway.irys.xyz/w94NX6IXE04HouWezdo3Immorhv-wAWgtdTaLmOn2PE,70.81554014724958,217333.30823578325,0.01193665406507936,65532.03752938665,1741183201,BDC
HrYww9Q3xcraCfgNi9NYc5gmKEcV6rKQa8GYq2WSYyPh,9,YOTSUBA,90116.88723037599,28.522893516879552,90116.88723037599,962,https://gateway.irys.xyz/nI7nkXKETrol-25uohmP3fWMKrJ7rJDfHRVVmi2QKnc,-72.5891159865179,26366.62002934053,9.168777915852236e-05,1072.858804804784,1741183201,YOTSUBA
FKgCsk8brgQt4cWRjQomaynpVfWRrFKZdYSfPwfVK9Wp,9,DogWithHat,3444.4839790114347,4.129199128609919,3444.4839790114347,961,https://assets.coingecko.com/coins/images/33566/large/dogwifhat.jpg?1702499428,-15.979544937356055,3554.188005882723,0.003476434821652962,202.96155637736163,1741183201,$WITH
Lamp1ZDfAML7xTKJWfqT5mGCchMZNfabEz8C2vrKGwF,6,i love $LAMP,158623.18975648397,7.749605073856874,158623.18975648397,960,https://gateway.pinata.cloud/ipfs/QmWtwNqJVnEPPv8z7n2Yp9xhmsqtesjzJBromLcTKhi8Wg,-8.08549508587397,21465.217856904088,0.00015863108986389408,7778.935229180419,1741183202,LAMP
GGiveYrqhfJc5pgBnjuY3NP5cW3ni1nFHeJXYZGFappF,6,Goat Give,25320.373376740055,77.52382682957489,25320.373376740055,959,https://copper-selective-firefly-258.mypinata.cloud/ipfs/bafkreicllkrfdlwawxurcpa42rn4bewqvug2ozxo6rprigxcfg3r4kpjxe,271.2541889237585,3196.226642085076,0.0002532426369012813,514.7443893614654,1741183202,GGs
iQtB7gwpXTAqcTLEtVFc6MDMrT2RbGjx6nB8hawpump,6,No one will remember your name,147329.64136627447,6.572530517750981,147329.64136627447,958,https://ipfs.io/ipfs/QmbATguhLFfzspuWCbXbzbzm7WP117HHcBku1GtfnPDksX,-15.608906741188793,41065.58468017561,0.0001532171561915872,31235.585265541195,1741183202,REMEMBER
bv88GZQfPHeTXHctPPxkbFCAKBCocXFSENYGYBppump,6,fuck you boss I'm late,2692803.111926528,0.9564670779892296,2692803.111926528,957,https://ipfs.io/ipfs/QmSKCpRRPb7hKAsqSfQ1mfYcTig84rfRjZuXBRM1sWKETw,22.473378009970382,699086.6704212016,0.002699096367058623,25065.505961030016,1741183202,LATE
6EsgMAtq1ADWi9a7mBnoB9m3k4C1eogT2mudsct7pump,6,Leprechaun,4927.0130836993385,35.32824386447423,4927.0130836993385,956,https://ipfs.io/ipfs/QmXcrVZr8jhvovHXufxf27xYF9y62mStRdgYWwHF9nBLwu,,6893.088305201301,4.937296095812777e-06,357800.24219219654,1741183202,Leprechaun
FiyKLb78nWhH9HeYKjtqgWUgdVK6nJgdpXkBwfxpump,6,Erythvian Bond,412554.510648111,8.975056011906812,412554.510648111,955,https://ipfs.io/ipfs/QmbAJSkKewpNoSb5fiL2MrgeN8jpSAyjAzPEmzzdMGPZFe,1460.8217758033088,86842.02225916932,0.00041260035987436224,56127.17515766624,1741183202,ERYTH
3jW4qfs9ZEqeVdTEN5xhoK81jDyU1tCFJ1uWM1uewgQp,9,Net-assembly,376228.20750556997,1.1248052204637444,376228.20750556997,954,https://crypto.net-assembly.com/img/PLink.png,-49.10934658616434,11106.84651191434,0.0003762286433208113,180.98225126283592,1741183202,NETA
7uJrMsDN2Wxdc3VAq1iK9N5AHaTA7wUpbm1wqRonpump,6,Beth,312896.10688802117,-2.3567748625867693,312896.10688802117,953,https://ipfs.io/ipfs/QmZkwTBQAepoN75idgKugKfE8XwqBj4FB92XqrX8fZTTVU,96.71753511618955,72763.46700657844,0.0003160724596651386,34956.237976078446,1741183202,BETH
AmeroCaeKg55p6J8d1y2R4t9taqgn3TH4BARgzQJyHvd,9,Amero,87802.65424062106,1.9159363944253092,87802.65424062106,952,https://arweave.net/Zwn_KNydIgXtvjw9gxpSlRp2b7z0Jzp21Sbhd4UUECI?ext=png,-17.562528633599904,59137.74173597781,9.402403259482371e-05,2098.8545191444864,1741183202,AMERO
2HbmjTxp6xzfx8oHmN1nFB1SBJsV7vbpFwrnwu17pump,6,Pleasure ,166321.5644389824,5.732615558407701,166321.5644389824,951,https://pump.mypinata.cloud/ipfs/QmNkxhQmcHPf6zu8HLJKkhpbKk8xJNbkH5qDYSTZQTpfuq,10.685383190459843,47957.71078034495,0.00016634095377748568,5854.565418240843,1741183202,BDSM
5LGyBHMMPwzMunxhcBMn6ZWAuqoHUQmcFiboTJidFURP,6,DeFAI,448984.0652446784,4.533342996161606,448984.0652446784,950,https://ipfs.io/ipfs/QmereDLei7hMC8dmbvDy2oSCM64e2QuAJdCgsL478Xdtis,-31.98642995592208,85628.03586600097,0.00044898867468741975,2509.916429616451,1741183202,DeFAI
FwqKQBMRZQWuV26jrM3Msx3PoKiHvVPx3u3awN4vpump,6,bianca's big beautiful film,54118.544137571174,53.66699037323317,54118.544137571174,949,https://ipfs.io/ipfs/QmVPHwTmf9bqt5RTbzWAxcRudWm9PAnEh9pvTGgqgLxLYZ,57.49686455889833,23835.26942975228,5.412040844663319e-05,33731.275584164774,1741183202,bianca
Dy2ki1Cj3GTTxxFdyWwAFzngubr4est6kDgqJkbGpump,6,The First Dev,20609.572063096148,6.692375848260051,20609.572063096148,948,https://pump.mypinata.cloud/ipfs/QmZ2dCW7pziMu6qppMp7E1sdqqr4ArGoYZCEFp8nDXwrgp,1020.54135642268,20871.498378674096,2.0624754464466556e-05,2143.6685337335343,1741183202,GOD
suprCF1d73NjLGX9AAVa4nF6H37SvY9i3bKzsWdtgq8,6,世界领袖，为人民服务,251496.47683304644,,251496.47683304644,947,https://static.super.exchange/i/10003168/2025/2/26/mkQ2ACEH4L9PmW96akgKdn.png,718.7017267509384,209535.04800746258,,4078.933730245786,1741183202,WLC
9jpeicbKQKiczgu1wBVTDUgM8rVjbQGG2jBK8g8Hpump,6,Prometheus Waluigi,169832.29190493282,-2.8676006685795437,169832.29190493282,946,https://ipfs.io/ipfs/QmYNjJjE5QoaBCtvSVDCeu3zcmUZ2eTVcyk8TWNTysbc7n,-25.067636153522415,63768.32742330965,0.00017016421660570396,47675.48626572513,1741183202,PROME
bioJ9JTqW62MLz7UKHU69gtKhPpGi1BQhccj2kmSvUJ,9,BIO,2299556.497350935,10.936927448668971,2299556.497350935,945,https://crimson-fantastic-mouse-567.mypinata.cloud/ipfs/bafkreih3c2fcuob3h3vvv6s7sdvgglqgyc6tqu6tphaceciuonz2h4cagi,-16.613792521615938,744986.2928146591,0.10051773152508664,116886.89095917085,1741183202,BIO
5Edd5U2mk5rN8CZq4xS9xz2uVGa6mDdxaWRwQ3ANpump,6,Underpants HQ,18838.561475571776,42.3247012684201,18838.561475571776,944,https://ipfs.io/ipfs/QmNvhMe4k35wYie9ud4vRb13xxYWrVYPM7S6dY6knfvKdy,,12982.369365139424,1.884354653261801e-05,120869.48609805154,1741183202,UNDIES
HyDKNdnhZNVYQMruBevbNsUWruA9STmAQrS4srXApump,6,all in doge,3478046.6971316217,1.5428724586101432,3478046.6971316217,943,https://ipfs.io/ipfs/QmZzHqG4LLZbQi8JEPvbFatfGR1mHvRRDVARwNgse672pJ,-51.815758971492556,196138.42193398564,0.0034780543312703267,37786.6495976594,1741183202,ALLINDOGE
FQddEUoqKPnAsc4UTkAdAUV3LnCXoZEJMazguC1N11kC,4,Jesus Coin,6179487.11371288,10.490923828268533,6179487.11371288,942,https://bafybeibvqlx27ofhmlvca5bcttpgf7bnbkgqvefo4vio5rwtiyi4ztinbe.ipfs.nftstorage.link,37.71042923190166,22289.42823026814,3.9476818428569566e-08,5042.06712286049,1741183202,JESUS
Ta1wrnVmwJ25RpE4KN7z4YNMvBhSKgi4U6uu9xEtime,6,Kawz's minutes,581573.966525376,1.442977916155351,581573.966525376,941,https://d1jed1sess45wk.cloudfront.net/profile-pictures/0xkawz.png,-37.0742548496608,157975.8649159519,5.816315125597808,161218.55722415683,1741183202,Kawz
5qmykKi3zkM1sGvcMNgj4bqy68qvpLqR9fQWWrtfpump,6,NazareAI - Top AI Workforce,457101.7840516056,12.852448978463576,457101.7840516056,940,https://ipfs.io/ipfs/QmdrSf7CoRcE68WWGwKyttRNXPtqfzTsWDk11PRCj4WmDg,-33.19579858685579,100171.06155463745,0.00045711548692279225,33071.41571029098,1741183202,NazareAI
3XAQdYAPN3nRTGv4m3tt9KmrwP6nTy6BDxsdVXRztubi,9,SOEX,23084388.013568595,8.855094519896166,23084388.013568595,939,https://soex-og-nft.s3.ap-east-1.amazonaws.com/SOEX.png,-61.411140309409475,202959.88161429152,0.010992795982390544,11316.48856416345,1741183202,SOEX
wazaa7bThYUd6rZmoj6pqGfDWuHKqgihovDCSBn3N3U,6,Wazaaa,695879.74241482,22.159406917747766,695879.74241482,938,https://blush-known-unicorn-592.mypinata.cloud/ipfs/bafkreihnkboaem3apjjkenvaghbec4rwyh4oldjh62ulnkga3nnpdooufm,-44.686043473315614,122441.52512672782,0.0007828647158463944,3210.334127545202,1741183202,WZA
pi1RgmNaLQsNEyEAsrEjgmemojPwitwDAXc3zgseWWF,3,Pi Network Dog,31939572.65054209,3.634625429301572,31939572.65054209,937,https://bafybeihi3pip5rxpo6dkwm3f6pgy6yxuiu55lgqlkqnjhpagldnul22dx4.ipfs.w3s.link/pidog.png,-29.134081879605667,73940.70712893372,1.0166687739294923e-06,56464.03334458667,1741183202,PIDOG
94fWDCTwt2vRUsjnGhkF5MNqABbmNGDCaC1gKVHApump,6,Just a Lucky Guy,12581.65079487882,-1.224814018999437,12581.65079487882,936,https://ipfs.io/ipfs/QmQsa59Xvja1jqgKFfvfUQRNS3wQ2bLJg4VhfLoPVVrAmi,-90.55027703735466,13784.252200338668,1.2607859169530862e-05,6799.542707173613,1741183202,LUCKYGUY
Bypc4Cdyt1pwkfbxLSBMiHSQHfXEXwVgnKoEN3hZHegU,6,Greed3,413836741.2991797,10420.308872893247,413836741.2991797,935,https://ipfs.io/ipfs/QmVMyqgeoG61cLcfrdHNyCbTRVrusp7EYt5qdLSupmr5qn,235066641433005060,115150.636241792,0.4159021749337379,12615.867743179178,1741183202,Greed3
4J5HoZWoKcbo2JQxEEVCKRBfUQtEroY1QdRrKtZFpump,6,infinite backrooms,256321.79222090068,19.523106922716106,256321.79222090068,934,https://ipfs.io/ipfs/QmbTZo6YWeXrvaNRYbbzrZKofooSBo5aYTGsjPsJTnHGAa,42.623976501653864,120280.91217564681,0.00025660118870018516,14462.677472390407,1741183202,IB
2NsRXabpRDw6SayvBLr1n7nhuJQoDBbjBxrXU2HduAd3,9,ebk capital,893041.6637005155,30.757044131886953,893041.6637005155,933,https://ipfs.io/ipfs/QmT5jbKgmHX7UtjF7yddX9XHbYjsiPgXJLLyzcTn5JrvkU,162.56790897003728,85521.43835278174,0.0008204074471817869,14334.415441466226,1741183202,ebk.cap
HZZcxkwtVPKhJb9gemc5atvEcbrrBTds3iHdivrjtime,6,boredelon's minutes,36048.46294064446,-5.087079100596297,36048.46294064446,932,https://d1jed1sess45wk.cloudfront.net/profile-pictures/boredelonmusk.png,1309.4783482769546,34919.70385655639,0.3604915386377429,55199.1713613394,1741183202,boredelon
bsAwuVJMPAazbQSVpPQND69mvwftQutZhxpWqsf2BUE,9,BabySol Token,110117.1361847805,8.531706608678233,110117.1361847805,931,https://gateway.pinata.cloud/ipfs/QmXfXBpfG5C7K9DUHvUDWMyLkRoe5rUqvFjzHS3gsAWJ8k,-9.658043652767981,48707.84524812265,0.001728291051334264,4277.817385088748,1741183202,$BABYSOL
AxDKAyDsC7p8C5MeDFX6FKV2MPCSGwzkRfGY2qZZpump,6,AI Shell NOVA,3314879.519471711,15.750357382136066,3314879.519471711,930,https://ipfs.io/ipfs/QmV5JTYVdujBtSn6pngqSQWtt3MU1jJWeZqLSvQPo3dgGg,-46.82566904181642,277780.60495979816,0.0033149128871022763,42830.916881323225,1741183202,NOVA
DgkKrQ1ErdRNjT2yTcAdEBa92JjFx75yxi4owArQarc,9,AskJimmy,9366694.591803925,7.521803892061913,9366694.591803925,929,https://afraid-teal-alpaca.myfilebase.com/ipfs/QmQdToCBbSGCyV2xCZsE7gvbkN6xgbgfZacxLBHsku5o2r,-44.16051331807541,2080965.7614560158,0.00936673040098672,97668.086985134,1741183202,AskJ
4CoTCzobYt38zVbSieZxcmz2CCs8kmZJ6wnbj8HWocto,6,OctonetAI,741294.9770392888,13.690333184821673,741294.9770392888,928,https://imgur.fotofolio.xyz/?w=128&h=128&default=1&url=https%3A%2F%2Fimgur.fotofolio.xyz%2F%3Fw%3D128%26h%3D128%26default%3D1%26url%3Dhttps%253A%252F%252Fimgur.fotofolio.xyz%252F%253Fw%253D128%2526h%253D128%2526default%253D1%2526url%253Dhttps%25253A%25252F%25252Fi.imgur.com%25252FUwiREVK.png,9.9297460989196,317080.62339405884,0.0074130182916239675,33509.485903148874,1741183202,OCTO
9RUup1LmD5PBsnd23JmTy39wSwALB7JF7xMfUJP8K7je,9,LH VIVI,27856032.53427109,1.6199667769026471,27856032.53427109,927,https://gateway.irys.xyz/9U1DibEYXnPLDnRy2XZbwIf3P3_gObjSVboc3QTrDf8,-7.238502690567568,71259.56977860889,0.013928251706820334,40083.38442471527,1741183202,vivi
CFsx9C2EVFUjL55U7kbaNw1i4NbauaQZRRh4jRGgpump,6,Rocket Cash,4968.295203748042,-3.2315498574098536,4968.295203748042,926,https://ipfs.io/ipfs/QmZ2Qyps7FZ97iucUaEj45xc7nKkC8CDnHFU14GPy3QBBk,,4916.865061116956,4.969847686272314e-06,2634.9205337091075,1741183202,RKTCASH
5Wsd311hY8NXQhkt9cWHwTnqafk7BGEbLu8Py3DSnPAr,6,Compendium,64947.199996235526,7.881005779146522,64947.199996235526,925,https://shdw-drive.genesysgo.net/4odiYJZhQj8zT8iEssDSVxzabRhavJedT29xAFxrJhvy/CMFI-Token-Logo-Compendium-Finance.png,-44.19656965482038,9559.937173739232,0.00012989628959123807,243.41107086815515,1741183202,CMFI
G9tt98aYSznRk7jWsfuz9FnTdokxS6Brohdo9hSmjTRB,9,PUFF,194621.455342055,-2.1344120163137013,194621.455342055,924,https://i.ibb.co/qrS60ks/puff-logo.png,-25.65962653093907,44297.01192415602,0.0014120968344071552,4252.084965260699,1741183202,PUFF
