liquidity,name,fdv,decimals,price24hChangePercent,ts,marketcap,volume24hChangePercent,volume24hUSD,rank,logoURI,price,address,symbol
230143.84428774813,UXD Stablecoin,345336.71039631154,6,-0.059720866695912506,1740924002,345336.71039631154,13.332669866372084,4785.793513057496,984,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/7kbnvuGBxxj8AG9qp8Scn56muWGaRaFqxg1FsRp3PaFT/uxd-icon-black.png,1.0044454065366968,7kbnvuGBxxj8AG9qp8Scn56muWGaRaFqxg1FsRp3PaFT,UXD
74676.26832193628,Gas Station Boner Pills,254496.96179942388,6,-3.0397537514851627,1740924002,254496.96179942388,-65.93888617869072,8745.498412434652,983,https://ipfs.io/ipfs/QmXNRbP5XMurhiz7ybVyi2hCB6KQqnXxJadhQBVCCFSXA6,0.00025449987718994036,4EqAnt4Vhb8ezYuyHNxSLCFdi9sQyPKDuj436L31pump,GSBP
340027.8878463245,OctonetAI,858567.7421234951,6,12.644656044792193,1740924002,858567.7421234951,-16.259867241385784,15667.73543979645,982,https://imgur.fotofolio.xyz/?w=128&h=128&default=1&url=https%3A%2F%2Fimgur.fotofolio.xyz%2F%3Fw%3D128%26h%3D128%26default%3D1%26url%3Dhttps%253A%252F%252Fimgur.fotofolio.xyz%252F%253Fw%253D128%2526h%253D128%2526default%253D1%2526url%253Dhttps%25253A%25252F%25252Fi.imgur.com%25252FUwiREVK.png,0.00858575669665707,4CoTCzobYt38zVbSieZxcmz2CCs8kmZJ6wnbj8HWocto,OCTO
191912.80780504073,LIMITLESS,2285302.5109342136,6,14.713633516072852,1740924002,2285302.5109342136,-33.25058023508856,24654.466561882036,981,https://ipfs.io/ipfs/QmTc4FsQmQHvMUZTvge2S9t2MdZAZJbduucwEyjvCe47TD,0.0022853457777254056,44o1iDPGuzHxQgDrPE3HRb2WXwGLsBsY7yMttX47pump,LIMITLESS
113731.21489999114,Zero Ontology System,269292.69151482574,6,10.420925868095875,1740924002,269292.69151482574,18.77531517654915,57723.25968439027,980,https://ipfs.io/ipfs/QmbxDHomiRbjRdd6QigCtPd3bb3TbSjQ9XHBoj2uVm4Gsk,0.00026930255050307945,BwUTq7fS6sfUmHDwAiCQZ3asSiPEapW5zDrsbwtapump,SOLFUNMEME
43849.25414182263,Barf Boy,145328.31976982017,6,3.6570538051218757,1740924002,145328.31976982017,130.45567738187802,12967.694192031997,979,https://ipfs.io/ipfs/QmYkYRjuhTNvaWyhDMLpp2y5RvrQGRQtWAJsd5GVHwD1g5,0.00014536504988789625,mVuzEMo5n4p6iHNFGWsFkACB2F1vNmW8BdwoyKApump,Barfboy
32269.439847531004,smol bobo,75804.8825060656,6,-4.462304274164833,1740924002,75804.8825060656,36.772800706961824,5689.23749632082,978,https://ipfs.io/ipfs/QmQwMypuFU5bFWz32KQfFXzfHxrJgKPZzFLSPsGTB3U1bH,7.581297252947646e-05,A4af5bQA5vNAukKw6uMrTNH9MF4z5d6e4AB7rrLcpump,bob
5657.96827636421,Jail Zelensky,3301.5010946424854,6,-2.914739516570742,1740924002,3301.5010946424854,-88.49331495515816,5614.135631300859,977,https://ipfs.io/ipfs/QmRqkuLz6x5uXQ1kXZ6CUiu19PupsDfv4kJAbZFyHNA5iS,3.3044143039054363e-06,HkVXgDpcfNU1vSKzpVN6kSNsfN4qSDWVcfYcHdv9pump,JAILLEN
14932.714660050016,Solx Token,439972.4392013521,9,13.959067206064521,1740924002,439972.4392013521,71.72329457002246,13744.109357347546,976,https://gateway.irys.xyz/S0mJa9QxxKU19iI0tZ6GlQrWjwfGBR7GSeKfeL-doYY,4.399724392013521,9o62JUt7TW4LXjjd5U6QaLcpSeWbKaVhs6pM5P23zybA,SOLX
20713.247835152848,Kendrick Lamar's Dog,71110.89231974036,6,-5.8462075867942325,1740924002,71110.89231974036,-22.317721149803642,5319.72893294877,975,https://imgur.fotofolio.xyz/?w=128&h=128&default=1&url=https%3A%2F%2Fimgur.fotofolio.xyz%2F%3Fw%3D128%26h%3D128%26default%3D1%26url%3Dhttps%253A%252F%252Fimgur.fotofolio.xyz%252F%253Fw%253D128%2526h%253D128%2526default%253D1%2526url%253Dhttps%25253A%25252F%25252Fi.imgur.com%25252FivBo8QX.png,7.115189410315664e-05,83ae7U3dF7FFAszTE6QKszWfjKffB7rUni5W1iWgZ476,KDOT
46203.32966889342,Justice for Pnut and Fred,63544.82105397706,6,22.543156133542794,1740924002,63544.82105397706,-69.22391834119153,13542.592419715093,974,https://ipfs.io/ipfs/QmcC1kt6FcCJnfzpGyhNprFjFaNkLoJUEuBAZqMwQY4ZYu,6.552286738923113e-05,DGagMywvLG3DwffZHX4eWWE6svnoJpiod3dSNBDwpump,JUSTICE
29704.33345091211,AndaraAI,63192.89053165838,6,46.4501036280643,1740924002,63192.89053165838,209.03249934329918,9140.765102957308,973,https://ipfs.io/ipfs/Qmc5e1PqMKWTwWYjsQmUs7HWC5jbquUDw3ghvqHdgJQ21A,6.320628610498316e-05,7edPDyjF2pkySxpGKrL2mSbpFUFrdKE26zcbdmx8pump,ANDARA
13323.557309958716,Realio Network,570821.2652470021,11,9.116054000679942,1740924002,571126.0345916799,190.27114569665463,34384.17475500316,972,https://arweave.net/EUvNwO9xTmmyEO0ogPZanuqzqooZyBV5m6Rq8Wls6cA,0.2704253280193924,HELn8rSM1rp8vAjNH4NYXzX6FvCbwWMGqLfaMgiBnZFV,RIO
162353.60277313748,Lexicon,287977.8754848959,6,-8.534205790768665,1740924002,287977.8754848959,-38.033833980077645,22935.18858760407,971,https://ipfs.io/ipfs/QmUEUiw55x4ianjTPC2nWgb43SdJWuvhx55RbxL1GpqSoY,0.0002879879116790963,E4wg8YF472u8oiLvSNKB84Y23gZhkSQ3PSCJaUj4pump,LEXICON
73836.48600655295,Micro SaaS AI Builder,567616.0017111696,6,11.363249367075385,1740924002,567616.0017111696,-49.27900889492256,11752.609781734123,970,https://ipfs.io/ipfs/QmVLsGntUWReFLF2uwA1Yub3TqwdtRWepWtBZhH61pXhX2,0.0005676309780615961,CeZAuyGYFMVcaLkhRbVLsajkB4iKDcgL9twbHq1Qpump,MSAI
87199.5883965986,WAWA CAT,170846.79529824518,6,-2.3073439084378498,1740924002,170846.79529824518,216.54260382618423,20235.29747410447,969,https://ipfs.io/ipfs/Qma4GHJzMZRcCzoEu8GAP7Ptt4ePjMkvCiBcMCHLCiURwf,0.00017240387126347923,8Sk2EJ9oo25b7Mmf4qd5gJw6z3738AXvAbkuSSpQpump,WAWA
55165.19069455106,Baby One More Time,312643.9858595961,6,-2.0268636717395068,1740924002,312643.9858595961,-34.24797463313145,5117.5483154950425,968,https://silver-working-cod-55.mypinata.cloud/ipfs/QmW2NMFEjWYMvwdy7wWYiyyDo1PLwycZk6egYHMGUJx7YS,3.775940426919734e-06,38gjv75sybiwuuHr25T4ohdxGZuhHTpNwqg2E1m8Xq2W,BOMT
190400.76524302,Yokai Rumble,2454399.4490600843,9,-3.5725048674657907,1740924002,2454399.4490600843,-11.294812768589903,58218.845548183104,967,https://arweave.net/4huPEEHlCwqKpgS9vXWP8E6kl7HarbQlcVPNx5VT58w?ext=png,0.0002231276212291693,GEBGtN9hU2HAXssKQuMnjTwBqe6tjiWoW5dnCwcd9mgb,YOK
4887.506623844998,just a katana guy,4664.440475496402,6,15.35609779840284,1740924002,4664.440475496402,,3783.104667513595,966,https://ipfs.io/ipfs/QmYR6YFq7gvzfMEWJtuystZCpi8ezbUfgN9TW7Ks44RvAj,4.664440475496401e-06,AbeRYPLEJR17NYS8GCp25pKBa7az4AgFvPJrQshipump,katana
28437049.730402175,Solaxy,143665453.83853298,6,1.2585701777042606,1740924002,143665453.83853298,10942.346805333445,3125.5306608418155,965,https://gateway.pinata.cloud/ipfs/QmceCWAcvNPAH2qBJnnPkWjgfQhSdU23KehpdqHMEmkGMg,0.001041054107741988,9svbF4BfUqWyPitsiztyC7imTT4v3R8RgY6KwAUZ4dwD,SOLX
177435.355580819,Real World AI,1600602.2115099481,6,0.5252088215222415,1740924002,1600602.2115099481,-49.63280896581594,10693.117608964632,964,https://ipfs.io/ipfs/QmaJucg9zN275rQBNE986fCbXMkMdDuBfE2rfRX6bMHRNf,0.0016586692808700037,G8aVC4nk5oPWzTHp4PDm3kAuixCebv9WRQMD93h9pump,RWA
39083.71280426538,Capt’n Trench,141500.9690304382,9,9.464524097442162,1740924002,141500.9690304382,-76.18171075293134,14502.476679557025,963,https://cdn.dexscreener.com/cms/images/4A7CQDqMbg3o-Jgp,0.00014257865535017785,2umQqRyexgfHcndkULDKStmJJ8xgDz7oBL3EfDJNmoon,CPT
4323.622350524599,Republic of Slowjamastan,4332.504632049853,6,1.214987888018208,1740924002,4332.504632049853,,12341.054450494,962,https://ipfs.io/ipfs/QmXdQhmHuU1UNXejZeYpDscTjey2grLTDqfGn2YQJLa2Wx,4.332504632064497e-06,7BwBc4RMMjyAhZxZ6WgNyn3coEiWdSQGVe11uWy4pump,ROS
174367.04011074972,Elixir Games,12964032.811450962,9,0.0806244464511338,1740924002,12314721.541978428,-22.991703791895304,10112.132414934898,961,https://arweave.net/tml1EyafVlti4pzSdA9bE11DSlowFDs3XuqA-JewtBU,0.008642721910473333,5cbq1HriesW4zHpFEk9Gc8UT4ccmfHcBTDCa2XcBduTo,ELIX
86041.38556272637,harry bolz,164729.40614404617,6,8.625912764495407,1740924002,164729.40614404617,-73.42009722096353,4526.48381007198,960,https://pbs.twimg.com/media/GjJtabiWIAEyqfs.jpg?format=jpg&name=thumb,0.00016475561915572562,ExZS1zbG7qopJvA87efQDysHrnJxyjzt8FgVyiLijZwM,HARRYBOLZ
1771724.2399458827,META,26792404.423315406,9,-4.12143790189653,1740924002,26792404.423315406,16.634515995602683,27942.9392516825,959,https://6hgaiayuroxlfrn3djpb7mx4ocwielgo2ovpj4ka4v47jsxj2p2a.arweave.net/8cwEAxSLrrLFuxpeH7L8cKyCLM7TqvTxQOV59Mrp0_Q?ext=png,1282.7927350584132,METADDFL6wWMWEoKTFJwcThTbUmtarRJZjRpzUvkxhr,META
4045.149171717649,4D CHESS,4045.966579161255,6,-9.853220066225685,1740924002,4045.966579161255,,11489.049354246235,958,https://ipfs.io/ipfs/Qmeqp5RAdcjfJWmENc9ud1TH4g9CjWTMH1VK4ErKatu5f7,4.045966579173595e-06,cNrnWx2bzwnZeuxTZM8akzz48b3vmKmjn7grsebpump,4D
12444.964543445458,Payback,21735.841075218148,9,0.5491893392082473,1740924002,21758.003333885095,-85.07283466947865,5146.576155350141,957,https://gateway.irys.xyz/XkLLwGecf4v9GlwembCt93GSdt9CQ4l2o1ZOszYOPJQ,0.0010360953968516712,7q7K6EspJbyZ1kdkVJi8LqByFTiAsngPMJsLqVeU75qF,PAID
2414.7546350677253,LEVELINGPONZI,2050.30615478904,6,79.44086889359956,1740924002,2050.3195488964366,,17784.43748165874,956,https://i.degencdn.com/ipfs/bafybeicyplv5w4n5om3o6mbk7wjgd4rdpqwmfqq6qhtamwshpuh36rwqmq,2.0503195488964364e-06,G3ufJWK3gFrHgBpLS7Wr9gZM5MDKjz8fiNy1MnvNHHms,LVL
219382.19843545073,Salvator Mundi,1306033.8933198992,6,8.321855888127967,1740924002,1306033.8933198992,-49.8347543044219,21025.970617950272,955,https://pump.mypinata.cloud/ipfs/QmZByykP2mwC21SkNnGGM9uA48UGUEahpri5oD8YRupfhi,0.0013063166392208423,4BBjpGwLgGmUxtT82YFK9xMhcvyy3zgf3HpxTRip1YoU,Mundi
188441.73163297132,Hiero Terminal,922541.4646962557,6,6.869382124775909,1740924002,922541.4646962557,-42.447243384710106,10746.897798072652,954,https://ipfs.io/ipfs/QmZRJNFcf2g9bTts7roKhntt5U4yogZde3zdLYv7W876ua,0.0011351840758125292,BDW8YHasD3NSDjSHU9Xy6KXtshGayMGQfj5bJpLcpump,HTERM
24254.947412144054,Wrapped Ether (Wormhole),47225.34794116822,8,2.7001162744095155,1740924002,47225.34794116822,-48.68168294676216,3644.9424973452406,953,https://img.fotofolio.xyz/?url=https%3A%2F%2Fraw.githubusercontent.com%2Fsolana-labs%2Ftoken-list%2Fmain%2Fassets%2Fmainnet%2F7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs%2Flogo.png,2210.901990508417,CSD6JQMvLi46psjHdpfFdr826mF336pEVMJgjwcoS1m4,WETH
218146.18531758396,Billion Dollar Cat Rune,12265723.974720076,9,11.150059817192446,1740924002,12265723.974720076,-17.450968808193718,16126.614769430664,952,https://gateway.irys.xyz/w94NX6IXE04HouWezdo3Immorhv-wAWgtdTaLmOn2PE,0.01226572406956395,BDCs2xEqzXyRpp9P6uPDnAvERpLKBfzHPEzbe3BfCxDY,BDC
19519.990553456526,IVEY,21170.971840295824,6,-8.902563216816963,1740924002,21170.971840295824,-26.48737636215402,10629.42907544021,951,https://ipfs.io/ipfs/QmW6r4J4fmy7GoqQMpFB8dh9txwzxScFWrvW1ToHygUsxz,2.1184638900925674e-05,2RxcuQhVX4D22zkG7sTyCoTPSaZt5JtrJR5U5P8kpump,IVEY
5049.681756835843,MARCH COIN ,5215.181731734933,6,26.39229578660784,1740924002,5215.181731734933,,6553.080044451861,950,https://ipfs.io/ipfs/QmRYbNbAvL6zhH72kupiHzKFXGLX5g6XrCX9Dvazb7q94g,5.215181731734934e-06,BZsxtB8TJQqGBp1GbUy8FsfVDujBPf5ir89Y1PE1pump,MARCH 
377276.26724380115,NYAN,30748294.44283942,9,1.1928092779134616,1740924002,30748294.44283942,-89.69714458579773,6333.736468939987,949,https://arweave.net/y47ZDh8ENPK9foEtjm7zg6E-JIK3qSOAPSBdbltkeg4?ext=png,0.03074839418219633,NYANpAp9Cr7YarBNrby7Xx4xU6No6JKTBuohNA3yscP,NYAN
140032.70267093732,aiagent.app,506936.640563292,6,1.8914232719939867,1740924002,506936.640563292,-34.733908726470474,10230.037503585107,948,https://ipfs.io/ipfs/QmaVNq8TZAoHmhokaWnMeugPMACw26b41AbDjcHGPaDoTM,0.0005069677982107922,275FUEyp5o7TWo1dCDYJyprb4o2WBcxEQsvmt816pump,AAA
129447.12172919435,XMONEY,1016513.6786445907,6,-0.04957248336422454,1740924002,1016513.6786445907,-43.60929902621763,10758.919734746029,947,https://ipfs.io/ipfs/QmUDGykxbYP24DxbrrFh53z4VgDc6vwh98isrpJgWjFqwX,0.0010173915262532472,5csfa95Xf8ebiCwP9joQ7mtC8KwFvnnejnYx5FbYpump,XMONEY
15272.187094945539,fucqinance,25306.27169654011,6,50.35396235118445,1740924002,25306.27169654011,-87.06391034354309,7996.383082619273,946,https://ipfs.io/ipfs/QmdLSMQM4KA1T8TGBv87jCnqNFMWyq3QkhnoRrVrgaCcPu,2.5306297253140757e-05,G2kMJLagxfXMaaXiMviAXbUUHPzwaN8NxMBA4e2qpump,FUCqINANCE
11315.93655272842,The OFFICIAL TrumpAI,8056.245090965008,6,7.071142814873298,1740924002,8056.245090965008,85042.40113000195,12849.228874227725,945,https://ipfs.io/ipfs/QmXYtTJxdokkmmCWMPne54QWMTZwhfVj43tGj1DqEBxeEb,8.353926870608879e-06,ABmDdRFDoux9fZeT2kMvGr91QDEjFcr89F2xre2upump,TrumpAI
5542.339838322381,PRENDY,5766.386695445731,6,12.206606015597266,1740924002,5766.386695445731,,3157.63578883677,944,https://ipfs.io/ipfs/QmXZeNGfeB6Kw1hcHTZ4fwR875X6Ak96xyYzhNRiZrqWYm,5.766386695445731e-06,6MQB2KQKnQ1yrY6JT4rV7xxUjqrnXFDYGuZZzQeMpump,РRЕNDY
549058.0091282744,Project89,2247127.398764678,6,-3.8014410828237093,1740924002,2247127.398764678,-74.75987631335576,35779.50956256191,943,https://ipfs.io/ipfs/QmexF55HQ1WvYwmhgxf3F7JA6EYKb3inidTAiaqj6kC8Lq,0.0022473762825074226,Bz4MhmVRQENiCou7ZpJ575wpjNFjBjVBSiVhuNg1pump,Project89
30553.028692366737,hh-01,46985.84598331131,6,-4.514008559351323,1740924002,46985.84598331131,-76.66260674334254,12227.65162069659,942,https://ipfs.io/ipfs/QmZLFusUCU3BdRUFBC47GupMv6gXoZhCvmHBAdHZMXtYqD,4.7047235560419e-05,G3sP3NDmxzac8DPFJjZofxAhCRTkPQrhPM1UY7czMfnT,hh-01
5040.277470090119,the flying cat,5116.393592883094,6,-5.126781191892945,1740924002,5116.393592883094,,4982.97135301179,941,https://ipfs.io/ipfs/QmZwpFM3PSzXH6mdwDtJmHn9uVWiAY74Qq2ksL87TcHTpQ,5.116393592883094e-06,5JBQ4Afz5zWCT27WkUHBGM2damXVdeN5uVokbXTbpump,ouki
20730.4665127368,Your Innie,36017.191630051,6,19.338722964498764,1740924002,36017.191630051,22.265004865877753,47270.390414805806,940,https://ipfs.io/ipfs/QmaMQ8R1EFpfuaeaE1MMbrp1n6ahA5NBQXJ5FYUUuuDPC9,3.603087351375343e-05,WhWSdMLb1T9QyPyEToFxPSR1gcUwU2ps6RAaPcCpump,Innie
112983.93301522908,LC SHIB,562041.253649631,6,-4.795760906122055,1740924002,562041.253649631,-69.91338882964001,9120.136429867609,939,https://ipfs.io/ipfs/QmcEtA2jyaKQeWcdtVPspcL1DXYoChME83Dad3djZowAox,0.0005620921486337964,43YakhC3TcSuTgSXnxFgw8uKL8VkuLuFa4M6Bninpump,LC
37059.69221018558,Official March Madness,123445.58021485225,6,3.594842455067604,1740924002,123445.58021485225,56.96707832700356,20531.91367151001,938,https://ipfs.io/ipfs/Qme85BJ62qHeLE7jpF2oQMrA3EPChqHAfNQ18Nny5dSp8P,0.0001234691999891374,HEzPp67d5QG2JgFYgPvPtjpsji2R6kELaZQAaNeHpump,Madness
276108.8518865735,SINGULARRY,4590363.195845742,6,-2.7129362734533706,1740924002,4590363.195845742,-54.0167685819814,24015.47040337627,937,https://ipfs.io/ipfs/QmXfh8Sq2XpGDseU1JAHBQKnnQU2nYXqhPpRUtJVPMugR3,0.0045908693695391,HwKE9CPg9Z9WzAeQSj6jeLBizK7LJs5m6LTVx6pLpump,SINGULARRY
208772.10545869378,Big Swinging Dick,1644689.3212583286,6,6.386961860366009,1740924002,1644689.3212583286,-4.126140644357537,11370.22571494438,936,https://gateway.pinata.cloud/ipfs/QmUDNSXkB3Wm14NPdy8nngnBUMP6PbSR6QYiFBKHcc9Rn5,0.001644689324611406,6vddNK8UQ4NLKJyXvhtsCsvvozEB5Mmd7aPB7azRxW7C,BSD
5100.663291431923,Sushi Pepe,5269.203197102113,6,24.4483427185373,1740924002,5269.203197102113,,5118.894708663297,935,https://ipfs.io/ipfs/QmXNhPvJUxjGDRcDhFECDpN5NjwEP3ozeWw94ywZrbuZNZ,5.269203197102113e-06,BBp8UqizPbbD2UigkSCp7JxbMD9LDUzEj7szeBGXpump,Pushi
5037.239246855154,cat with pink glasses,5116.405950995916,6,17.833493506866684,1740924002,5116.405950995916,1202300035497993200,39097.93783420537,934,https://ipfs.io/ipfs/QmcpDPCaGugv967VUBKnxF7gG8Zworo5c6S3UPYtqqrLDp,5.116405951000551e-06,6YGg1FjaF3SqMfgrLuGRyVk8Z4fBdn4Vz7yANg5epump,pink
1658061.9153820542,Kyros Restaked SOL,32541507.90770745,9,2.173672399803473,1740924002,32541507.90770745,-64.74249018434625,20407.121964473718,933,https://bafybeif3jzrcvwktu5bi7wcuxzr36fygo4vqctatapy7zqxawojxrnexwi.ipfs.dweb.link/,167.0933695838818,kySo1nETpsZE2NWe5vj2C64mPSciH1SppmHb4XieQ7B,kySOL
139468.9180123778,PeiPei,655507.8363076566,6,3.0022106365758976,1740924002,655507.8363076566,-69.63898474217373,13699.915324199586,932,https://gateway.irys.xyz/RSF-ca36r-rw2Y5wqvWtwv7mT2gTiu5BrZzV1Fv37xs,1.6205275944900148e-06,H4PDo8ngWwC4quPTRWfTr2HorUQ2Ep4G3JVeJHMfkZAT,PEIPEI
13687.858493960573,Vardo Gold Coin,40069.84398258921,6,0.0015027349445417956,1740924002,40069.84398258921,-60.48375506763761,3681.1795551723717,931,https://gateway.irys.xyz/J4q0jWT_ILIbKpwJsvbQm2nELT_Z-dxteR42VJHkNWE,0.40069844022659057,DeRJGKomYs3ZHgpN4PTCUrT3sJXh48iCpSLi7hFvg2JJ,VGC
38757.082693094846,Glades,127961.44449652327,6,31.686355103171596,1740924002,127961.44449652327,235.4921878282019,20004.88761783945,930,https://ipfs.io/ipfs/QmPxSTQ8n4HpFRKVhxyJ5Ket4afvcNbfRpRCLzLHpD3jgn,0.0001279725242163212,6uYAMiY8KwDsW9ome5AvadsnNUKF19Evz4QxQ43Dpump,GLDS
25100.800308613285,Golden Dog,799146.7464368244,9,24.88593999288679,1740924002,799146.7464368244,107.644402070466,15956.366243396991,929,https://quicknode.quicknode-ipfs.com/ipfs/QmPhQK6tux76RU87C2wjQwNtigMfmhuSZtuZsEZC4J8s3j,0.00019109624295610868,9YX6TR6X6gCmMhyVyZ43WX5hW6NahNXUqGm8d4wdxQKW,GDOG
1138134.72393412,888,4304654.709818074,9,0.8279517756562229,1740924002,4304654.709818074,-58.899566962762684,8469.115294725765,928,https://raw.githubusercontent.com/888memeT/888-metadata-meme/refs/heads/master/logo.png,0.04844625208542923,888R77WmcLJKyGeJjk1WktFAB5u5fkvmokHYsAu6Spyd,888
15842.311173819791,i will fix the market,20797.856805356998,6,-0.6345779563033573,1740924002,20797.856805356998,-66.01148780703522,8950.438418602327,927,https://ipfs.io/ipfs/QmXcSFCAs3QtVfeSitSVgjtznBBHDSjYvJE7WKSWqYRWz4,2.0807891685860646e-05,6wprZtM3uxb1q3kuFuMD6W7HEx4grhZRvLzZqn3spump,mecatnic
